id,has_availability,availability_30,availability_60,availability_90,availability_365
43408005,1,29,59,89,364
43414572,1,30,60,90,365
43479862,1,23,53,83,358
43492077,1,0,0,0,275
43492196,1,0,8,38,313
43493128,1,0,8,38,313
43542472,1,0,0,25,300
43584129,1,25,55,85,360
43649078,1,29,59,89,295
43706347,1,29,59,89,364
43922476,1,0,0,0,55
43947546,1,29,59,89,364
44042639,1,0,24,54,329
44090296,1,29,59,89,364
44091450,1,29,59,89,364
44255450,1,30,60,90,91
44283744,1,26,56,86,177
44294078,1,29,59,89,180
44420536,1,25,55,85,355
44525671,1,29,59,89,364
44626865,1,0,0,29,120
45005221,1,0,24,54,329
45280147,1,29,59,89,364
45319306,1,29,59,89,364
45440615,1,0,0,8,283
45440615,1,0,0,8,283
45474953,1,29,59,89,364
45524524,1,29,59,89,364
45626850,1,29,59,89,364
45680876,1,0,24,54,329
45705715,1,29,59,89,364
45774683,1,0,0,0,87
45777993,1,29,59,89,364
45778518,1,29,59,89,364
45779393,1,29,59,89,364
45855332,1,29,59,89,364
45871999,1,0,0,0,31
45902566,1,25,55,85,92
45918725,1,29,59,89,364
45948749,1,29,59,89,364
45949989,1,29,59,89,364
45960413,1,0,14,20,20
45961316,1,19,49,79,86
45961358,1,0,14,20,20
45962405,1,8,38,66,70
45962749,1,9,39,69,75
45962895,1,8,38,66,70
45963685,1,0,0,0,174
46000906,1,29,59,89,364
46028608,1,29,59,89,364
46057282,1,30,60,90,97
46057773,1,8,38,68,75
46057791,1,0,14,20,20
46073890,1,30,60,90,97
46075495,1,8,38,68,75
46096669,1,30,60,90,365
46108799,1,0,14,20,20
46114490,1,19,49,79,354
46144509,1,0,0,0,228
46144841,1,0,0,0,224
46145057,1,0,0,0,118
46321781,1,29,59,89,364
46388294,1,29,59,89,364
46456107,1,29,59,89,364
46473348,1,21,49,49,49
46474181,1,0,22,22,22
46475535,1,18,48,78,86
46475821,1,0,24,52,56
46476300,1,0,24,52,56
46589101,1,29,59,89,364
46590239,1,24,54,84,91
46590765,1,26,56,86,93
46591065,1,0,14,20,20
46605955,1,9,39,69,76
46606151,1,0,15,21,21
46606472,1,9,39,69,76
46669109,1,29,59,89,364
46684451,1,29,59,89,364
46686166,1,23,53,83,358
46686341,1,29,59,89,364
46698429,1,29,59,89,364
46698961,1,29,59,89,364
46783606,1,0,0,14,289
46933172,1,29,59,89,364
46973148,1,29,59,89,364
47060269,1,19,49,79,354
47060269,1,19,49,79,354
47083110,1,0,0,0,107
47188396,1,0,30,60,151
47295315,1,27,57,87,362
47295571,1,30,60,90,365
47295577,1,30,60,90,365
47295777,1,23,53,83,358
47296644,1,30,60,90,365
47296851,1,28,58,88,363
47326826,1,29,59,89,364
47460138,1,19,49,79,354
47736858,1,29,59,89,364
47775611,1,29,59,89,364
47778000,1,29,59,89,364
47789812,1,29,59,89,364
47838915,1,29,59,89,364
47911042,1,28,58,88,363
47911419,1,27,57,87,362
47912630,1,30,60,90,365
47931824,1,29,59,89,364
47945468,1,27,57,87,362
47945578,1,26,56,86,361
47945703,1,27,57,87,362
47945986,1,29,59,89,364
48007776,1,30,60,90,365
48019222,1,28,58,88,363
48019325,1,27,57,87,362
48019417,1,27,57,87,362
48019515,1,11,34,62,337
48033280,1,28,58,88,363
48033351,1,29,59,89,364
48033436,1,29,59,89,364
48034619,1,29,59,89,364
48085243,1,29,59,89,364
48127824,1,29,59,89,364
48141144,1,29,59,89,364
48153394,1,29,59,89,364
48176330,1,28,58,88,363
48191140,1,15,45,75,350
48265114,1,0,0,23,114
48286216,1,0,0,0,268
48313505,1,0,0,0,268
48531971,1,29,59,89,364
48613065,1,24,54,82,82
49048346,1,29,59,89,364
49048569,1,26,56,86,361
49083516,1,30,60,90,365
49083651,1,30,60,90,365
49087160,1,28,58,88,363
49099456,1,29,59,89,364
49099810,1,30,60,90,365
49133042,1,21,48,75,339
49428269,1,0,24,54,329
49445304,1,29,59,89,269
49535860,1,0,0,30,121
49597391,1,30,60,90,365
49863259,1,16,46,76,351
49893407,1,29,59,89,364
49896709,1,29,59,89,364
49937277,1,29,59,89,364
49939967,1,29,59,89,364
49951302,1,28,58,88,363
50220613,1,29,59,89,270
50229786,1,28,58,88,363
50253816,1,0,0,0,87
50255816,1,26,56,86,361
50278378,1,29,59,89,364
50333798,1,0,0,0,146
50340792,1,0,24,54,329
50402384,1,0,24,54,329
50404949,1,18,31,45,291
50433019,1,23,39,61,148
50476069,1,13,43,73,348
50492656,1,28,58,88,363
50493423,1,29,59,89,364
50537862,1,29,59,89,364
50538895,1,29,59,89,364
50577215,1,0,0,0,8
50707898,1,29,59,89,96
50708702,1,29,59,89,96
50719175,1,29,59,89,364
50737006,1,6,36,58,65
50822918,1,29,59,89,96
50823263,1,29,59,89,96
50823476,1,29,59,89,96
50823783,1,29,59,89,96
50823783,1,29,59,89,96
50844665,1,23,53,83,358
51002244,1,30,60,90,91
51075717,1,29,59,89,364
51076382,1,28,58,88,363
51131949,1,28,58,88,363
51137361,1,28,58,88,363
51246884,1,0,24,54,213
51337824,1,29,59,89,364
51338514,1,29,59,89,364
51357661,1,29,59,89,364
51357661,1,29,59,89,364
51475066,1,28,58,88,363
51476593,1,29,59,89,364
51514279,1,0,24,54,329
51514416,1,29,59,89,364
51548417,1,29,59,89,364
51573604,1,29,59,89,364
51593286,1,29,59,89,364
51660574,1,15,43,68,338
51660773,1,21,51,81,354
51661055,1,21,51,81,354
51661224,1,13,41,71,343
51680260,1,29,59,89,364
51698814,1,0,28,58,333
51736327,1,0,0,0,137
51759139,1,29,59,89,364
51809454,1,29,59,89,364
51809755,1,29,59,89,364
51833418,1,29,59,89,364
51858493,1,0,0,28,185
51898390,1,29,59,89,364
51899564,1,29,59,89,364
51931255,1,6,27,53,316
51931450,1,7,22,52,314
51931632,1,9,29,56,328
51946794,1,6,25,48,319
51946940,1,18,48,78,353
51947045,1,7,25,54,329
51996111,1,29,59,89,364
51997726,1,29,59,89,364
52062009,1,20,48,78,352
52062197,1,24,45,56,325
52157275,1,29,59,89,364
52272864,1,29,59,89,364
52289477,1,29,59,89,364
52301070,1,0,0,21,118
52333311,1,0,0,0,273
52357276,1,22,52,82,355
52357563,1,17,45,72,347
52357696,1,17,47,75,350
52357956,1,6,18,41,304
52358231,1,29,59,89,364
52359332,1,29,59,89,364
52360450,1,29,59,89,364
52396348,1,29,59,89,364
52522468,1,29,59,89,364
52525344,1,29,59,89,364
52575543,1,8,28,52,322
52575637,1,15,45,73,348
52604174,1,29,59,89,364
52663333,1,29,59,89,364
52664352,1,29,59,89,364
52680716,1,29,59,89,364
52681365,1,29,59,89,364
52767590,1,29,59,89,364
52786412,1,29,59,89,364
52786412,1,29,59,89,364
52910692,1,29,59,89,364
52911736,1,29,59,89,364
52928963,1,29,59,89,364
52929689,1,29,59,89,364
52977792,1,29,59,89,364
53000749,1,29,59,89,364
53035232,1,30,60,90,365
53038612,1,29,59,89,364
53070791,1,29,59,89,364
53072633,1,29,59,89,364
53073961,1,16,46,76,351
53103357,1,29,59,89,364
53119442,1,17,47,68,343
53122920,1,24,54,84,359
53123488,1,8,38,68,343
53137763,1,30,60,90,365
53138620,1,29,59,89,364
53166174,1,11,26,56,331
53174768,1,3,12,42,302
53175494,1,30,60,90,91
53175628,1,7,9,39,314
53175850,1,17,47,77,352
53193333,1,23,53,83,357
53196067,1,23,53,83,357
53196481,1,17,47,77,352
53209302,1,30,60,90,365
53222711,1,18,45,75,350
53260515,1,15,23,23,268
53260824,1,23,42,72,347
53270162,1,16,46,68,337
53281701,1,16,46,76,351
53284064,1,29,59,89,364
53301824,1,5,7,37,311
53317236,1,29,59,89,364
53346651,1,29,59,89,364
53355259,1,4,34,64,332
53355991,1,16,46,76,351
53374606,1,22,52,82,356
53375485,1,23,53,83,357
53388036,1,21,51,74,342
53406678,1,29,59,89,364
53408171,1,29,59,89,364
53465105,1,14,20,50,325
53465265,1,0,25,55,330
53465478,1,14,44,74,349
53483449,1,30,60,90,365
53564318,1,30,60,90,365
53577728,1,29,59,89,364
53618034,1,25,49,79,354
53622188,1,14,31,61,336
53632741,1,16,40,70,345
53633752,1,20,41,71,346
53697187,1,16,40,70,345
53697444,1,15,39,69,344
53745162,1,19,49,79,354
53819000,1,17,41,61,308
53853183,1,0,0,0,268
53855956,1,29,59,89,364
53883858,1,29,59,89,364
53884012,1,29,59,89,364
53905492,1,28,58,88,363
53910434,1,29,59,89,364
54008210,1,29,59,89,364
54042568,1,29,59,89,364
54060493,1,29,59,89,364
54061501,1,29,59,89,364
54076340,1,29,59,89,364
54086298,1,28,58,88,363
54186804,1,29,59,89,364
54188078,1,17,47,63,319
54204802,1,17,23,41,277
54205551,1,16,22,40,277
54205610,1,23,53,83,357
54219139,1,30,60,90,365
54219241,1,30,60,90,365
54219324,1,30,60,90,365
54219421,1,30,60,90,365
54237144,1,13,19,37,273
54350213,1,29,59,89,364
54381837,1,30,60,90,365
502480461710129750,1,29,59,89,364
542953504353473979,1,30,60,90,91
543954982497337161,1,23,53,83,358
548205562892374425,1,21,51,78,353
548960838575945386,1,30,60,90,365
548960838575945386,1,30,60,90,365
554284336935825575,1,30,60,90,365
559056248885116682,1,28,58,88,89
559688933624074066,1,29,59,89,364
564785489291649854,1,29,59,89,364
567225306259796229,1,13,43,73,348
567910789087190907,1,7,24,54,329
569225009327985337,1,0,3,7,154
570021053543593969,1,0,29,59,334
571344298305335079,1,13,40,70,79
571352760576491118,1,11,37,67,72
577996062442641551,1,29,59,89,364
580929065419656480,1,30,60,90,365
585804868046252353,1,29,59,89,364
590190636729859001,1,30,60,90,365
593128448022183606,1,30,60,90,365
594591631258539165,1,29,59,89,364
597236119117778121,1,29,59,89,90
598767056595178619,1,12,20,50,51
598911290335045537,1,29,59,89,90
599044707010585796,1,28,58,88,363
599562996273670621,1,29,59,89,364
599610659013320019,1,29,59,89,89
599626408734532176,1,29,59,89,89
601224010844237665,1,29,59,89,364
602404867602970361,1,28,58,88,88
602593937490027793,1,30,60,90,365
603353367422710106,1,29,59,89,364
604716361293678447,1,29,59,89,364
605534351376328745,2,14,29,43,291
606329696219047813,1,26,56,86,361
610508444225189537,1,29,59,89,364
610566475939497195,1,29,59,89,364
611242881863514656,1,20,50,80,336
613551678122841604,1,29,59,89,364
613551678122841604,1,29,59,89,364
615692557334754832,1,29,59,89,364
615713320671809750,1,29,59,89,364
616269766989380503,1,23,53,80,345
617247173811632292,1,25,53,83,315
619344375144497364,1,29,59,89,364
620076438504000936,1,29,59,89,364
620705327184829898,1,29,59,89,179
620777463829233961,1,29,59,89,364
620788126893611691,1,28,58,88,363
621480603611316320,1,29,59,89,364
622285459570305887,1,30,60,90,365
622961762441208330,1,23,53,83,349
623042143455413093,1,18,48,78,353
623562080134198803,1,29,59,89,364
623646658754263160,1,30,60,90,365
623665139003422870,1,29,59,89,364
623676922118858286,1,29,59,89,364
623694448987969436,1,29,59,89,364
624502504905625021,1,30,60,90,365
625135124287221387,1,29,59,89,364
625829847882664763,1,22,52,82,351
627993362264237393,1,29,59,89,364
628023655354972471,1,29,59,89,364
628034481071512731,1,29,59,89,364
628738540839451766,1,29,59,89,364
628752925881489685,1,29,59,89,364
629189587525996416,1,20,50,80,81
629352080908662240,1,0,0,0,84
629973494565859384,1,29,59,89,364
629974653707138627,1,29,59,89,364
630126688219312259,1,29,59,89,364
630208064898451131,1,29,59,89,364
630881849580813017,1,29,59,89,364
630900945708849734,1,29,59,89,364
630925262965708245,1,29,59,89,364
631583437029511305,1,29,59,89,364
632224439482493448,1,30,60,90,365
633108840702293787,1,29,59,89,364
633118936453656425,1,29,59,89,364
633841815893400655,1,29,59,89,364
634448889782680248,1,29,59,89,364
634534978205983092,1,29,59,89,364
634569447314151746,1,30,60,90,365
635244041403809380,1,29,59,89,364
635987457575288578,1,29,59,89,364
636006272729140259,1,29,59,89,364
638121765679357415,1,29,59,89,364
638157489194139391,1,29,59,89,364
638176617437521778,1,29,59,89,364
638201906530372104,1,29,59,89,364
638830141716356817,1,29,59,89,364
638889989464776794,1,29,59,89,364
638976925497534512,1,0,0,8,283
639462895890373143,1,30,60,90,365
640310042458311380,1,30,60,90,365
641022613979553788,1,29,59,89,364
641747306596079521,1,30,60,90,365
643090826146083210,1,0,0,27,302
643168943861912173,1,29,59,89,364
644632856218324757,1,30,60,90,271
645129565410016767,1,1,4,34,309
645137865651705918,1,17,47,77,352
645141777796994201,1,5,35,65,340
650228376728214129,1,30,60,90,365
650233126736416423,1,29,59,89,364
653192786699836294,1,1,1,1,237
653941042197595346,1,29,59,89,364
656104255406415172,1,30,60,90,181
657386308340423700,1,29,59,89,180
658336525634296818,1,30,60,90,181
661126911495364978,1,23,51,81,353
662263163174421427,1,30,60,90,365
663003515223444114,1,29,59,89,364
665411423125094948,1,30,60,90,365
668393019806616713,1,29,59,89,364
668487491225047475,1,13,36,63,318
668494656588674321,1,10,39,54,298
668671185747578643,1,24,51,81,351
668830935086685361,1,26,56,86,355
668836828364549387,1,29,59,89,364
668840048839829552,1,16,46,69,333
668840259836317490,1,29,59,89,364
669949193228817088,1,0,0,0,269
670691878913022324,1,13,36,63,318
670691878913022324,1,13,36,63,318
670724221034798037,1,29,59,89,364
670732632058952129,1,10,39,54,298
670740956726681567,1,17,44,67,315
670746100817806353,1,15,41,62,306
670746100817806353,1,15,41,62,306
670750910556737996,1,26,56,86,357
670754302184246103,1,23,53,83,358
670754302184246103,1,23,53,83,358
670887749367344820,1,25,55,85,360
671343585522620592,1,29,59,89,364
671503829725764558,1,29,59,89,364
671978123001456727,1,30,60,90,365
672237297185438229,1,29,59,89,364
672646130912795985,1,18,48,78,353
673425547081926420,1,27,48,78,326
673581406414691597,1,27,53,83,347
674204922665081112,1,26,56,86,359
674205198553506255,1,24,52,82,352
674254245497307172,1,26,56,86,361
674254346354254816,1,30,60,90,365
674952495475630399,1,22,37,64,309
674964505879995626,1,16,46,76,351
675675863101369478,1,19,46,76,347
675682174089655665,1,18,33,58,319
675839404447270831,1,9,24,49,295
675861895939638629,1,15,42,72,338
675861895939638629,1,15,42,72,338
675870259202962455,1,18,44,69,325
675890373004181328,1,21,51,81,350
676406619582870756,1,19,48,78,353
678593171153227327,1,12,39,66,318
679600628150877670,1,20,50,78,351
679605497637929368,1,24,52,82,350
679613933233950982,1,24,54,84,346
680181653599987546,1,18,48,78,341
680200338974500186,1,30,60,90,365
680202927132447699,1,18,48,78,350
680699663121181505,1,30,58,88,363
680700966425652034,1,17,47,76,349
682352208578700102,1,14,42,69,325
682358531498948078,1,30,60,90,365
682365309738411590,1,18,35,65,337
685013587030266236,1,30,60,83,347
685023601050841599,1,9,32,56,298
685382550345530216,1,26,56,86,357
685971733066763213,1,30,60,90,365
685971733066763213,1,30,60,90,365
688622666501777611,1,11,29,58,319
690173353285048045,1,29,59,89,364
690829460604577382,1,23,53,83,353
691733988252942677,1,30,60,90,365
692346411727199288,1,22,52,81,342
692445828308867475,1,24,54,84,359
692445828308867475,1,24,54,84,359
692483501961460411,1,27,57,87,362
692483501961460411,1,27,57,87,362
692715660613111170,1,25,48,78,353
692743137079860872,1,27,57,87,362
692747103576172175,1,21,49,79,351
692748972763723372,1,21,49,79,351
692748972763723372,1,21,49,79,351
694094996634001422,1,23,53,83,358
694577313257572204,1,29,59,89,364
695307435383141831,1,21,44,68,326
696253795962998334,1,8,10,40,315
701085941036328384,1,29,59,89,364
701163182645910620,1,29,59,89,364
701775603166450047,1,29,59,89,364
703934454801368238,1,29,59,89,364
706165133122408093,1,29,59,89,364
706436697789177437,1,27,57,87,362
707565204178349010,1,9,25,37,37
709939057124036960,1,6,28,48,49
712103299601725785,1,29,59,89,364
713931790395344585,1,12,29,55,59
714100989959146472,1,29,59,89,364
714203758919828205,1,18,44,73,348
714890700458918945,1,21,44,68,326
714890700458918945,1,21,44,68,326
716283486212132297,1,12,36,55,55
719821104611749511,1,28,58,88,363
720065272403972550,1,29,59,89,364
721480577716308823,1,29,59,89,364
724214731254895787,1,20,50,80,355
725927989859971677,1,30,60,90,365
725927989859971677,1,30,60,90,365
729304013671976178,1,30,60,90,365
729606127391145026,1,29,58,87,362
730382221702215291,1,30,60,90,365
730398762978095307,1,30,60,90,365
732512783871538330,1,30,60,90,365
734588947303112403,1,29,59,89,359
736166550462292842,1,30,60,90,365
738632897937347982,1,30,60,90,97
741440446304335288,1,30,60,90,365
741527758213383348,1,3,3,3,248
743171330829817024,1,30,60,90,365
743184158790891783,1,30,60,90,365
748899639556288988,1,30,60,90,181
749758789682527413,1,14,44,66,321
750587874133037662,1,30,60,90,365
754730391420070479,1,29,59,89,364
755422693666901841,1,29,53,75,339
755560671932535390,1,24,54,84,359
755574802437891871,1,29,59,89,364
756273570620615397,1,29,59,89,364
760558711125468185,1,30,60,90,365
762626108952636785,1,29,59,89,364
764336237107874293,1,30,60,90,365
764824832337587941,1,6,36,66,341
765434508191118626,1,0,24,54,329
765693052421269833,1,29,59,89,364
769986115930050036,1,0,0,9,284
771218840553688603,1,19,42,70,345
771234942973768515,1,23,53,83,358
771247750213473210,1,22,50,80,352
771293727199751958,1,25,40,57,327
771301226811958509,1,7,14,44,305
771311210216632450,1,9,39,53,309
771426892936935804,1,0,24,54,319
772017539179573867,1,30,60,90,365
772052508680062853,1,30,60,90,365
772751858111782112,1,29,59,89,364
772771788186961823,1,29,59,89,364
772794978295820785,1,28,58,88,363
772939810372343487,1,30,60,90,365
773425417318292803,1,29,59,89,364
773516314294804172,1,30,60,90,365
774251290756654693,1,30,60,90,365
774894186564801864,1,29,59,89,364
774905259693457913,1,29,59,89,364
775723432503582598,1,27,57,87,245
776022104058287856,1,30,31,31,299
776402004146423339,1,30,60,90,365
776405587327729817,1,29,59,89,90
777050594898518389,1,30,60,90,365
780073511005591824,1,15,29,53,316
780765568099881227,1,29,59,89,364
781452861466051310,1,29,59,89,364
781452861466051310,1,29,59,89,364
781647041007833052,0,23,53,83,358
782824856046007586,1,22,52,82,83
782868929312051922,1,30,60,90,90
782994624558127242,1,29,59,89,364
783139509330681568,1,29,59,89,364
783686743328860886,1,29,59,89,364
783702312407337238,1,29,59,89,364
784625662380076384,1,30,60,90,365
784633886415640302,1,30,60,90,365
786488177313706295,1,30,60,90,365
786769060719658691,1,29,59,89,364
786962032021673825,1,30,60,90,365
787356712557404822,1,29,59,89,364
788032671275584829,1,30,60,90,365
789424124014047009,1,29,59,89,364
789424124014047009,1,29,59,89,364
789734664809632906,1,29,59,89,364
789759389569187512,1,21,49,79,351
789759389569187512,1,21,49,79,351
791220299796324757,1,0,0,0,267
791464178877735331,1,30,60,90,365
791628554095781832,1,30,60,90,365
791656227144870908,1,29,59,89,364
791701445015747746,1,29,59,89,364
791721591826644800,1,29,59,89,364
791740870471323064,1,29,59,89,364
793007392966855956,1,5,5,5,155
793166480609239891,1,17,40,70,345
794637745493796351,1,29,59,89,364
795610316764755392,1,30,60,90,365
797466283592149468,0,30,60,90,365
797803598869629444,1,30,60,90,365
798224495747266527,1,16,39,57,302
798264417222834841,1,28,58,88,363
798757666767840092,1,28,58,88,363
798800453487590434,1,30,60,90,91
801186555335313462,1,5,14,35,297
801190296928381142,1,29,59,89,364
801244918922277430,1,29,59,89,364
801920114737130933,1,13,42,72,345
801995107847066327,1,29,59,89,364
802124362201507848,1,30,60,90,365
806295889763785088,1,9,28,56,327
806321235832587602,1,20,50,80,355
807041086591703374,1,29,59,89,364
807335846697640918,1,30,60,90,365
809553938268692523,1,29,59,89,89
810376811309754844,1,28,58,88,363
812372944528624815,1,0,0,0,267
812382273211035026,1,0,0,0,268
812392116300870110,1,27,57,87,362
813563012153638643,1,30,60,90,181
820647267970386415,1,25,55,85,266
821368634251644679,1,30,60,90,365
822046864609541529,1,30,60,90,365
822059164708734993,1,21,48,78,352
822888625164562641,1,29,59,89,364
822923084996611859,1,29,59,89,364
823005527495504331,1,29,59,89,364
823723343533782820,1,29,59,89,364
823723343533782820,1,29,59,89,364
824228729224079234,1,29,59,89,364
824328676429321602,1,29,59,89,364
825166191429610435,1,0,0,24,299
825255331473955825,1,29,59,89,364
825579456713831810,1,28,58,88,363
825778372859012212,1,29,59,89,364
825798658694498618,1,27,57,87,362
826508772917498456,1,0,0,0,274
827845795285182475,1,24,54,84,150
827875125532071454,1,29,59,89,364
827991952733479579,1,29,59,89,364
829322076860791922,1,29,47,68,329
829369314741369503,1,29,59,89,364
830754747969256751,1,29,59,89,364
830969158436936588,1,28,58,88,246
831008711204150847,1,25,47,70,136
831017287232611543,1,9,39,57,216
831028480502682984,1,26,56,82,146
831033318344000073,1,11,41,66,95
831518184194402625,1,29,59,89,364
831612439304811977,1,28,58,88,269
831688296592919472,1,29,59,89,364
832538193209880053,1,30,60,90,365
833133699413019522,1,29,59,89,364
833899373927609367,1,30,60,90,365
833977887503098646,1,30,60,90,365
835904017609907338,1,28,58,88,363
836738298166681497,1,29,59,89,364
837278001762525399,1,30,60,90,365
837949620721483341,1,30,60,90,365
838851522557267244,1,29,59,89,364
838867174319410951,1,30,60,90,365
840338886577189778,1,23,53,83,358
841098685339489415,1,29,59,89,364
843285569659447374,1,29,59,89,364
844454509836958325,1,30,60,90,365
845872651845833708,1,30,60,90,365
846085840657880506,1,29,59,89,364
846297658713595280,1,0,1,6,242
846838781064773956,1,30,60,90,365
847528864890195254,1,0,0,0,4
851052793984170859,1,29,59,89,364
851980188132812708,1,30,60,90,365
852019499248537738,1,30,60,90,365
852149181396139440,1,22,52,82,83
852527793871911527,1,29,59,89,364
852593319292806152,1,29,59,89,364
853123534601698361,1,27,57,87,87
853124282207206763,1,26,56,64,65
853137147766803126,1,22,52,82,82
853329364720420427,1,18,44,68,342
853329655146229701,1,5,25,46,312
853333353954940277,1,9,24,43,273
854229329259305463,1,0,0,9,284
855442493247789422,1,23,53,83,84
855461640954386054,1,23,53,83,358
855990949677399210,1,29,59,89,179
856131872826507885,1,30,60,90,365
856214508230277566,1,0,0,10,285
856338018320193673,1,30,60,90,365
856350135874540052,1,0,0,0,262
856775735991859957,1,0,0,0,144
856893840908837829,1,29,59,89,364
856903119772673106,1,30,60,90,365
856903119772673106,1,30,60,90,365
856920920842811808,1,30,60,90,365
857738312058474471,1,29,59,89,364
857776843491356459,1,30,60,90,365
857794766634277790,1,29,59,89,364
859064135570315790,1,30,60,90,365
859162396804139167,1,29,59,89,364
859166984543739649,1,30,60,90,365
859171597002185671,1,30,60,90,365
859186207745669919,1,30,60,90,365
859837503480355610,1,29,59,89,364
861583739734518986,1,30,60,90,365
863260350382867564,1,0,0,4,217
863615482548080636,1,18,46,76,351
863621662687867638,1,19,48,78,353
863992542062626637,1,1,1,5,249
864321103080953349,1,29,59,89,364
865140811030135378,1,30,60,90,365
866254738186485422,1,30,60,90,271
866448854492965889,1,29,59,89,364
867062841312887598,1,30,60,90,271
867296050291666116,1,29,59,89,364
867784939403972660,1,29,59,89,270
867839684888565674,1,20,50,80,261
868252151595997909,1,30,60,90,271
868366281995440465,1,30,60,89,262
868396680301579243,1,23,34,49,51
868403865400796270,1,24,54,84,265
869099179388879329,1,0,26,56,331
870150798623777606,1,4,4,18,293
870182864930871777,1,0,0,21,296
871981312721300533,1,27,57,87,362
872004459726043279,1,29,59,89,295
872014413665934810,1,28,58,88,363
872029398374210817,1,28,58,88,363
872029398374210817,1,28,58,88,363
872033189275592946,1,27,57,87,362
872047481515351003,1,30,60,90,271
872055666279127955,1,30,50,80,254
872077453625517407,1,30,60,90,181
873140844618962944,1,30,60,90,365
873151302770286080,1,22,50,80,355
873151554401594108,1,26,56,86,361
873151881500059276,1,30,60,90,365
873159641216775580,1,30,60,90,365
874153919823440985,1,0,0,0,199
878016322780322976,1,30,60,90,365
878488989399491669,1,11,29,46,304
878489235812091594,1,0,3,8,248
878489359707000351,1,11,27,43,296
878489587692756300,1,4,11,31,193
880183982958295952,1,29,59,89,364
882163842842675031,1,29,59,89,364
882964266743572254,1,29,59,89,364
883475480677283425,1,22,52,82,357
883475889105289539,1,30,60,90,365
883508348606122817,1,30,60,90,365
883530197768740963,1,29,59,89,364
883902659568943778,1,29,59,89,364
885094829731481712,1,30,60,90,365
886561621182331272,1,30,60,90,365
886670246665175250,1,30,60,90,365
886693641285362577,1,30,60,90,365
886700774084331810,1,30,60,90,365
886711208692768472,1,30,60,90,365
887647674287185712,1,23,53,83,358
888118099586309880,1,29,59,89,364
888118429060687509,1,29,59,89,364
892371127605772614,1,30,60,90,365
892382752394648175,1,15,37,46,52
895307096931503765,1,29,59,89,364
896425471247877253,1,30,60,90,365
896425506202393462,1,30,60,90,365
896425516042224853,1,30,60,90,365
896425553049881174,1,30,60,90,365
896425647523636157,1,24,30,52,327
896426827321425530,1,30,60,90,365
897408226607988813,1,30,60,90,365
897448879002896896,1,29,59,89,364
897507768783898539,1,30,60,90,91
898183406680359456,1,30,60,90,365
898183559706371544,1,28,58,88,352
898295862778234145,1,19,49,79,354
898920952533467637,1,28,58,85,355
899627552294266113,1,29,59,89,364
899732642408799379,1,28,58,88,178
899868229915270512,1,29,59,89,364
900478455755523033,1,30,60,90,91
